,File_Name,Sample_Rate,Duration
0,dataset/train/1001_DFA_ANG_XX.wav,16000,2.2755625
1,dataset/train/1001_DFA_DIS_XX.wav,16000,2.3356875
2,dataset/train/1001_DFA_FEA_XX.wav,16000,2.1688125
3,dataset/train/1001_DFA_NEU_XX.wav,16000,2.035375
4,dataset/train/1001_DFA_SAD_XX.wav,16000,2.002
5,dataset/train/1001_IEO_DIS_LO.wav,16000,2.002
6,dataset/train/1001_IEO_FEA_HI.wav,16000,1.56825
7,dataset/train/1001_IEO_FEA_LO.wav,16000,1.534875
8,dataset/train/1001_IEO_FEA_MD.wav,16000,1.601625
9,dataset/train/1001_IEO_HAP_HI.wav,16000,1.7684375
10,dataset/train/1001_IEO_HAP_LO.wav,16000,1.7016875
11,dataset/train/1001_IEO_HAP_MD.wav,16000,1.6683125
12,dataset/train/1001_IEO_NEU_XX.wav,16000,1.601625
13,dataset/train/1001_IEO_SAD_HI.wav,16000,2.002
14,dataset/train/1001_IEO_SAD_LO.wav,16000,1.901875
15,dataset/train/1001_IEO_SAD_MD.wav,16000,1.7350625
16,dataset/train/1001_IOM_ANG_XX.wav,16000,2.1354375
17,dataset/train/1001_IOM_DIS_XX.wav,16000,2.2689375
18,dataset/train/1001_IOM_NEU_XX.wav,16000,2.469125
19,dataset/train/1001_IOM_SAD_XX.wav,16000,1.93525
20,dataset/train/1001_ITH_ANG_XX.wav,16000,2.369
21,dataset/train/1001_ITH_DIS_XX.wav,16000,2.1688125
22,dataset/train/1001_ITH_FEA_XX.wav,16000,2.102125
23,dataset/train/1001_ITH_NEU_XX.wav,16000,2.602625
24,dataset/train/1001_ITH_SAD_XX.wav,16000,2.369
25,dataset/train/1001_ITS_ANG_XX.wav,16000,2.56925
26,dataset/train/1001_ITS_DIS_XX.wav,16000,2.2021875
27,dataset/train/1001_ITS_FEA_XX.wav,16000,2.1354375
28,dataset/train/1001_ITS_HAP_XX.wav,16000,2.2021875
29,dataset/train/1001_ITS_NEU_XX.wav,16000,2.43575
30,dataset/train/1001_ITS_SAD_XX.wav,16000,2.6693125
31,dataset/train/1001_IWL_ANG_XX.wav,16000,3.1698125
32,dataset/train/1001_IWL_DIS_XX.wav,16000,2.56925
33,dataset/train/1001_IWL_FEA_XX.wav,16000,2.369
34,dataset/train/1001_IWL_HAP_XX.wav,16000,2.102125
35,dataset/train/1001_IWL_NEU_XX.wav,16000,2.8361875
36,dataset/train/1001_IWL_SAD_XX.wav,16000,2.8361875
37,dataset/train/1001_IWW_DIS_XX.wav,16000,2.06875
38,dataset/train/1001_IWW_FEA_XX.wav,16000,2.2021875
39,dataset/train/1001_IWW_HAP_XX.wav,16000,1.968625
40,dataset/train/1001_IWW_NEU_XX.wav,16000,2.2689375
41,dataset/train/1001_IWW_SAD_XX.wav,16000,2.035375
42,dataset/train/1001_MTI_ANG_XX.wav,16000,3.003
43,dataset/train/1001_MTI_DIS_XX.wav,16000,2.93625
44,dataset/train/1001_MTI_FEA_XX.wav,16000,2.369
45,dataset/train/1001_MTI_HAP_XX.wav,16000,2.369
46,dataset/train/1001_MTI_NEU_XX.wav,16000,2.3023125
47,dataset/train/1001_MTI_SAD_XX.wav,16000,2.3023125
48,dataset/train/1001_TAI_ANG_XX.wav,16000,2.3356875
49,dataset/train/1001_TAI_DIS_XX.wav,16000,2.7360625
50,dataset/train/1001_TAI_FEA_XX.wav,16000,2.402375
51,dataset/train/1001_TAI_HAP_XX.wav,16000,2.5025
52,dataset/train/1001_TAI_SAD_XX.wav,16000,2.8028125
53,dataset/train/1001_TIE_ANG_XX.wav,16000,3.103125
54,dataset/train/1001_TIE_DIS_XX.wav,16000,2.2021875
55,dataset/train/1001_TIE_FEA_XX.wav,16000,2.2355625
56,dataset/train/1001_TIE_HAP_XX.wav,16000,2.3023125
57,dataset/train/1001_TIE_NEU_XX.wav,16000,2.535875
58,dataset/train/1001_TIE_SAD_XX.wav,16000,3.036375
59,dataset/train/1001_TSI_DIS_XX.wav,16000,2.1688125
60,dataset/train/1001_TSI_FEA_XX.wav,16000,1.901875
61,dataset/train/1001_TSI_HAP_XX.wav,16000,2.1688125
62,dataset/train/1001_TSI_NEU_XX.wav,16000,2.43575
63,dataset/train/1001_TSI_SAD_XX.wav,16000,2.5025
64,dataset/train/1001_WSI_ANG_XX.wav,16000,2.7360625
65,dataset/train/1001_WSI_DIS_XX.wav,16000,2.6693125
66,dataset/train/1001_WSI_FEA_XX.wav,16000,2.3356875
67,dataset/train/1001_WSI_HAP_XX.wav,16000,2.2755625
68,dataset/train/1001_WSI_NEU_XX.wav,16000,2.7360625
69,dataset/train/1001_WSI_SAD_XX.wav,16000,2.3356875
70,dataset/train/1002_DFA_ANG_XX.wav,16000,2.56925
71,dataset/train/1002_DFA_DIS_XX.wav,16000,2.535875
72,dataset/train/1002_DFA_HAP_XX.wav,16000,2.2021875
73,dataset/train/1002_DFA_NEU_XX.wav,16000,2.5025
74,dataset/train/1002_IEO_ANG_HI.wav,16000,2.7360625
75,dataset/train/1002_IEO_DIS_HI.wav,16000,3.003
76,dataset/train/1002_IEO_DIS_LO.wav,16000,2.8695625
77,dataset/train/1002_IEO_FEA_HI.wav,16000,3.2031875
78,dataset/train/1002_IEO_FEA_LO.wav,16000,2.602625
79,dataset/train/1002_IEO_FEA_MD.wav,16000,1.93525
80,dataset/train/1002_IEO_HAP_HI.wav,16000,2.5025
81,dataset/train/1002_IEO_HAP_MD.wav,16000,2.2689375
82,dataset/train/1002_IEO_NEU_XX.wav,16000,2.56925
83,dataset/train/1002_IEO_SAD_HI.wav,16000,2.7360625
84,dataset/train/1002_IEO_SAD_MD.wav,16000,2.3690625
85,dataset/train/1002_IOM_ANG_XX.wav,16000,2.8361875
86,dataset/train/1002_IOM_DIS_XX.wav,16000,2.7694375
87,dataset/train/1002_IOM_FEA_XX.wav,16000,2.602625
88,dataset/train/1002_IOM_HAP_XX.wav,16000,2.3356875
89,dataset/train/1002_IOM_NEU_XX.wav,16000,2.3356875
90,dataset/train/1002_IOM_SAD_XX.wav,16000,2.6693125
91,dataset/train/1002_ITH_ANG_XX.wav,16000,2.93625
92,dataset/train/1002_ITH_HAP_XX.wav,16000,2.7694375
93,dataset/train/1002_ITH_NEU_XX.wav,16000,2.5025
94,dataset/train/1002_ITS_ANG_XX.wav,16000,2.7026875
95,dataset/train/1002_ITS_DIS_XX.wav,16000,2.8361875
96,dataset/train/1002_ITS_HAP_XX.wav,16000,2.43575
97,dataset/train/1002_ITS_SAD_XX.wav,16000,2.6359375
98,dataset/train/1002_IWL_ANG_XX.wav,16000,2.602625
99,dataset/train/1002_IWL_DIS_XX.wav,16000,3.103125
100,dataset/train/1002_IWL_FEA_XX.wav,16000,3.2365625
101,dataset/train/1002_IWL_HAP_XX.wav,16000,2.8695
102,dataset/train/1002_IWL_NEU_XX.wav,16000,2.6359375
103,dataset/train/1002_IWL_SAD_XX.wav,16000,2.7026875
104,dataset/train/1002_IWW_ANG_XX.wav,16000,2.402375
105,dataset/train/1002_IWW_DIS_XX.wav,16000,3.103125
106,dataset/train/1002_IWW_FEA_XX.wav,16000,2.602625
107,dataset/train/1002_IWW_NEU_XX.wav,16000,2.5025
108,dataset/train/1002_IWW_SAD_XX.wav,16000,2.369
109,dataset/train/1002_MTI_ANG_XX.wav,16000,2.7360625
110,dataset/train/1002_MTI_FEA_XX.wav,16000,2.93625
111,dataset/train/1002_MTI_SAD_XX.wav,16000,2.7026875
112,dataset/train/1002_TAI_ANG_XX.wav,16000,2.5025
113,dataset/train/1002_TAI_DIS_XX.wav,16000,3.2031875
114,dataset/train/1002_TAI_FEA_XX.wav,16000,2.7694375
115,dataset/train/1002_TAI_HAP_XX.wav,16000,2.535875
116,dataset/train/1002_TAI_NEU_XX.wav,16000,2.6359375
117,dataset/train/1002_TIE_DIS_XX.wav,16000,3.603625
118,dataset/train/1002_TIE_FEA_XX.wav,16000,3.1364375
119,dataset/train/1002_TIE_HAP_XX.wav,16000,2.402375
120,dataset/train/1002_TIE_SAD_XX.wav,16000,3.1364375
121,dataset/train/1002_TSI_ANG_XX.wav,16000,2.43575
122,dataset/train/1002_TSI_DIS_XX.wav,16000,2.7694375
123,dataset/train/1002_TSI_FEA_XX.wav,16000,2.3356875
124,dataset/train/1002_TSI_HAP_XX.wav,16000,2.035375
125,dataset/train/1002_TSI_NEU_XX.wav,16000,2.369
126,dataset/train/1002_TSI_SAD_XX.wav,16000,2.402375
127,dataset/train/1002_WSI_ANG_XX.wav,16000,2.602625
128,dataset/train/1002_WSI_FEA_XX.wav,16000,2.5025
129,dataset/train/1002_WSI_HAP_XX.wav,16000,2.7694375
130,dataset/train/1002_WSI_NEU_XX.wav,16000,2.43575
131,dataset/train/1002_WSI_SAD_XX.wav,16000,2.7360625
132,dataset/train/1003_DFA_ANG_XX.wav,16000,3.1364375
133,dataset/train/1003_DFA_DIS_XX.wav,16000,3.2365625
134,dataset/train/1003_DFA_FEA_XX.wav,16000,3.06975
135,dataset/train/1003_DFA_HAP_XX.wav,16000,3.2699375
136,dataset/train/1003_DFA_NEU_XX.wav,16000,3.2365625
137,dataset/train/1003_DFA_SAD_XX.wav,16000,3.2031875
138,dataset/train/1003_IEO_ANG_HI.wav,16000,2.56925
139,dataset/train/1003_IEO_ANG_LO.wav,16000,2.2755625
140,dataset/train/1003_IEO_ANG_MD.wav,16000,2.56925
141,dataset/train/1003_IEO_DIS_HI.wav,16000,3.1698125
142,dataset/train/1003_IEO_DIS_LO.wav,16000,2.002
143,dataset/train/1003_IEO_DIS_MD.wav,16000,2.06875
144,dataset/train/1003_IEO_FEA_HI.wav,16000,2.7694375
145,dataset/train/1003_IEO_FEA_LO.wav,16000,2.56925
146,dataset/train/1003_IEO_FEA_MD.wav,16000,2.5025
147,dataset/train/1003_IEO_HAP_HI.wav,16000,2.2021875
148,dataset/train/1003_IEO_HAP_LO.wav,16000,2.369
149,dataset/train/1003_IEO_HAP_MD.wav,16000,2.3023125
150,dataset/train/1003_IEO_NEU_XX.wav,16000,2.2689375
151,dataset/train/1003_IEO_SAD_HI.wav,16000,2.469125
152,dataset/train/1003_IEO_SAD_LO.wav,16000,2.5025
153,dataset/train/1003_IEO_SAD_MD.wav,16000,2.6693125
154,dataset/train/1003_IOM_ANG_XX.wav,16000,2.7360625
155,dataset/train/1003_IOM_FEA_XX.wav,16000,2.6693125
156,dataset/train/1003_IOM_HAP_XX.wav,16000,2.902875
157,dataset/train/1003_ITH_ANG_XX.wav,16000,3.6703125
158,dataset/train/1003_ITH_DIS_XX.wav,16000,4.037375
159,dataset/train/1003_ITH_FEA_XX.wav,16000,3.536875
160,dataset/train/1003_ITH_HAP_XX.wav,16000,3.1364375
161,dataset/train/1003_ITH_NEU_XX.wav,16000,4.037375
162,dataset/train/1003_ITH_SAD_XX.wav,16000,3.6369375
163,dataset/train/1003_ITS_ANG_XX.wav,16000,3.7370625
164,dataset/train/1003_ITS_DIS_XX.wav,16000,3.7036875
165,dataset/train/1003_ITS_FEA_XX.wav,16000,3.1364375
166,dataset/train/1003_ITS_HAP_XX.wav,16000,3.7370625
167,dataset/train/1003_ITS_NEU_XX.wav,16000,3.7370625
168,dataset/train/1003_ITS_SAD_XX.wav,16000,3.5035
169,dataset/train/1003_IWL_ANG_XX.wav,16000,3.536875
170,dataset/train/1003_IWL_DIS_XX.wav,16000,4.404375
171,dataset/train/1003_IWL_HAP_XX.wav,16000,3.903875
172,dataset/train/1003_IWL_NEU_XX.wav,16000,3.93725
173,dataset/train/1003_IWL_SAD_XX.wav,16000,3.7370625
174,dataset/train/1003_IWW_ANG_XX.wav,16000,3.403375
175,dataset/train/1003_IWW_FEA_XX.wav,16000,2.2355625
176,dataset/train/1003_IWW_NEU_XX.wav,16000,2.902875
177,dataset/train/1003_IWW_SAD_XX.wav,16000,2.7026875
178,dataset/train/1003_MTI_ANG_XX.wav,16000,2.2355625
179,dataset/train/1003_MTI_DIS_XX.wav,16000,4.2375625
180,dataset/train/1003_MTI_FEA_XX.wav,16000,3.2031875
181,dataset/train/1003_MTI_HAP_XX.wav,16000,3.3033125
182,dataset/train/1003_MTI_NEU_XX.wav,16000,3.7370625
183,dataset/train/1003_MTI_SAD_XX.wav,16000,3.7704375
184,dataset/train/1003_TAI_ANG_XX.wav,16000,2.8695
185,dataset/train/1003_TAI_FEA_XX.wav,16000,3.1364375
186,dataset/train/1003_TAI_HAP_XX.wav,16000,3.1364375
187,dataset/train/1003_TIE_DIS_XX.wav,16000,4.2709375
188,dataset/train/1003_TIE_FEA_XX.wav,16000,2.902875
189,dataset/train/1003_TIE_NEU_XX.wav,16000,2.535875
190,dataset/train/1003_TIE_SAD_XX.wav,16000,4.3710625
191,dataset/train/1003_TSI_ANG_XX.wav,16000,3.970625
192,dataset/train/1003_TSI_DIS_XX.wav,16000,3.603625
193,dataset/train/1003_TSI_FEA_XX.wav,16000,3.2365625
194,dataset/train/1003_TSI_HAP_XX.wav,16000,3.37
195,dataset/train/1003_TSI_SAD_XX.wav,16000,2.969625
196,dataset/train/1003_WSI_ANG_XX.wav,16000,3.536875
197,dataset/train/1003_WSI_DIS_XX.wav,16000,3.470125
198,dataset/train/1003_WSI_FEA_XX.wav,16000,3.3033125
199,dataset/train/1003_WSI_HAP_XX.wav,16000,3.1698125
200,dataset/train/1003_WSI_NEU_XX.wav,16000,3.43675
201,dataset/train/1003_WSI_SAD_XX.wav,16000,3.37
202,dataset/train/1004_DFA_ANG_XX.wav,16000,3.06975
203,dataset/train/1004_DFA_DIS_XX.wav,16000,2.902875
204,dataset/train/1004_DFA_FEA_XX.wav,16000,3.036375
205,dataset/train/1004_DFA_HAP_XX.wav,16000,2.7360625
206,dataset/train/1004_IEO_ANG_HI.wav,16000,4.004
207,dataset/train/1004_IEO_ANG_LO.wav,16000,2.6693125
208,dataset/train/1004_IEO_ANG_MD.wav,16000,2.902875
209,dataset/train/1004_IEO_DIS_HI.wav,16000,4.8381875
210,dataset/train/1004_IEO_DIS_MD.wav,16000,3.6369375
211,dataset/train/1004_IEO_FEA_HI.wav,16000,3.37
212,dataset/train/1004_IEO_FEA_LO.wav,16000,3.43675
213,dataset/train/1004_IEO_FEA_MD.wav,16000,2.7694375
214,dataset/train/1004_IEO_HAP_HI.wav,16000,2.93625
215,dataset/train/1004_IEO_HAP_LO.wav,16000,2.402375
216,dataset/train/1004_IEO_HAP_MD.wav,16000,3.036375
217,dataset/train/1004_IEO_SAD_LO.wav,16000,2.8361875
218,dataset/train/1004_IEO_SAD_MD.wav,16000,4.037375
219,dataset/train/1004_IOM_DIS_XX.wav,16000,2.7026875
220,dataset/train/1004_IOM_FEA_XX.wav,16000,2.43575
221,dataset/train/1004_IOM_NEU_XX.wav,16000,2.535875
222,dataset/train/1004_IOM_SAD_XX.wav,16000,2.8695
223,dataset/train/1004_ITH_DIS_XX.wav,16000,3.6369375
224,dataset/train/1004_ITH_FEA_XX.wav,16000,3.7370625
225,dataset/train/1004_ITH_HAP_XX.wav,16000,3.003
226,dataset/train/1004_ITH_NEU_XX.wav,16000,3.6369375
227,dataset/train/1004_ITS_ANG_XX.wav,16000,3.37
228,dataset/train/1004_ITS_HAP_XX.wav,16000,2.8695
229,dataset/train/1004_ITS_NEU_XX.wav,16000,2.2355625
230,dataset/train/1004_ITS_SAD_XX.wav,16000,3.003
231,dataset/train/1004_IWL_ANG_XX.wav,16000,3.1698125
232,dataset/train/1004_IWL_DIS_XX.wav,16000,2.2355625
233,dataset/train/1004_IWL_FEA_XX.wav,16000,3.37
234,dataset/train/1004_IWL_HAP_XX.wav,16000,3.003
235,dataset/train/1004_IWL_NEU_XX.wav,16000,3.903875
236,dataset/train/1004_IWL_SAD_XX.wav,16000,3.3033125
237,dataset/train/1004_IWW_ANG_XX.wav,16000,2.369
238,dataset/train/1004_IWW_DIS_XX.wav,16000,2.93625
239,dataset/train/1004_IWW_FEA_XX.wav,16000,2.6693125
240,dataset/train/1004_IWW_HAP_XX.wav,16000,3.2699375
241,dataset/train/1004_IWW_SAD_XX.wav,16000,2.8361875
242,dataset/train/1004_MTI_DIS_XX.wav,16000,3.6369375
243,dataset/train/1004_MTI_HAP_XX.wav,16000,3.2031875
244,dataset/train/1004_MTI_NEU_XX.wav,16000,3.7036875
245,dataset/train/1004_TAI_ANG_XX.wav,16000,3.37
246,dataset/train/1004_TAI_FEA_XX.wav,16000,2.93625
247,dataset/train/1004_TAI_NEU_XX.wav,16000,3.470125
248,dataset/train/1004_TAI_SAD_XX.wav,16000,3.43675
249,dataset/train/1004_TIE_DIS_XX.wav,16000,4.3376875
250,dataset/train/1004_TIE_FEA_XX.wav,16000,2.7694375
251,dataset/train/1004_TIE_HAP_XX.wav,16000,2.969625
252,dataset/train/1004_TIE_NEU_XX.wav,16000,2.3356875
253,dataset/train/1004_TIE_SAD_XX.wav,16000,3.003
254,dataset/train/1004_TSI_ANG_XX.wav,16000,2.369
255,dataset/train/1004_TSI_DIS_XX.wav,16000,3.036375
256,dataset/train/1004_TSI_HAP_XX.wav,16000,2.3356875
257,dataset/train/1004_TSI_NEU_XX.wav,16000,2.2355625
258,dataset/train/1004_TSI_SAD_XX.wav,16000,2.43575
259,dataset/train/1004_WSI_ANG_XX.wav,16000,3.003
260,dataset/train/1004_WSI_DIS_XX.wav,16000,3.5035
261,dataset/train/1004_WSI_FEA_XX.wav,16000,2.602625
262,dataset/train/1004_WSI_HAP_XX.wav,16000,2.56925
263,dataset/train/1004_WSI_NEU_XX.wav,16000,3.2365625
264,dataset/train/1004_WSI_SAD_XX.wav,16000,3.7370625
265,dataset/train/1005_DFA_ANG_XX.wav,16000,2.602625
266,dataset/train/1005_DFA_DIS_XX.wav,16000,2.7360625
267,dataset/train/1005_DFA_FEA_XX.wav,16000,2.469125
268,dataset/train/1005_DFA_HAP_XX.wav,16000,2.56925
269,dataset/train/1005_DFA_NEU_XX.wav,16000,3.103125
270,dataset/train/1005_DFA_SAD_XX.wav,16000,3.036375
271,dataset/train/1005_IEO_ANG_HI.wav,16000,2.5025
272,dataset/train/1005_IEO_ANG_MD.wav,16000,2.7360625
273,dataset/train/1005_IEO_DIS_HI.wav,16000,2.8028125
274,dataset/train/1005_IEO_DIS_LO.wav,16000,2.402375
275,dataset/train/1005_IEO_DIS_MD.wav,16000,2.5025
276,dataset/train/1005_IEO_FEA_HI.wav,16000,2.402375
277,dataset/train/1005_IEO_FEA_LO.wav,16000,2.2021875
278,dataset/train/1005_IEO_FEA_MD.wav,16000,3.1364375
279,dataset/train/1005_IEO_HAP_HI.wav,16000,2.2689375
280,dataset/train/1005_IEO_HAP_LO.wav,16000,2.102125
281,dataset/train/1005_IEO_HAP_MD.wav,16000,2.1688125
282,dataset/train/1005_IEO_NEU_XX.wav,16000,2.102125
283,dataset/train/1005_IEO_SAD_LO.wav,16000,2.402375
284,dataset/train/1005_IOM_DIS_XX.wav,16000,2.969625
285,dataset/train/1005_IOM_SAD_XX.wav,16000,3.003
286,dataset/train/1005_ITH_ANG_XX.wav,16000,3.3033125
287,dataset/train/1005_ITH_DIS_XX.wav,16000,3.7370625
288,dataset/train/1005_ITH_FEA_XX.wav,16000,3.1698125
289,dataset/train/1005_ITH_HAP_XX.wav,16000,3.2699375
290,dataset/train/1005_ITH_NEU_XX.wav,16000,3.37
291,dataset/train/1005_ITH_SAD_XX.wav,16000,3.2699375
292,dataset/train/1005_ITS_ANG_XX.wav,16000,3.57025
293,dataset/train/1005_ITS_DIS_XX.wav,16000,3.1364375
294,dataset/train/1005_ITS_FEA_XX.wav,16000,2.969625
295,dataset/train/1005_ITS_NEU_XX.wav,16000,3.1364375
296,dataset/train/1005_ITS_SAD_XX.wav,16000,2.2355625
297,dataset/train/1005_IWL_ANG_XX.wav,16000,3.37
298,dataset/train/1005_IWL_DIS_XX.wav,16000,2.2355625
299,dataset/train/1005_IWL_FEA_XX.wav,16000,3.37
300,dataset/train/1005_IWL_HAP_XX.wav,16000,3.003
301,dataset/train/1005_IWL_NEU_XX.wav,16000,3.2365625
302,dataset/train/1005_IWW_ANG_XX.wav,16000,3.3033125
303,dataset/train/1005_IWW_DIS_XX.wav,16000,3.103125
304,dataset/train/1005_IWW_FEA_XX.wav,16000,3.103125
305,dataset/train/1005_IWW_HAP_XX.wav,16000,2.7026875
306,dataset/train/1005_IWW_NEU_XX.wav,16000,2.7026875
307,dataset/train/1005_IWW_SAD_XX.wav,16000,2.3356875
308,dataset/train/1005_MTI_ANG_XX.wav,16000,3.7036875
309,dataset/train/1005_MTI_FEA_XX.wav,16000,3.603625
310,dataset/train/1005_MTI_NEU_XX.wav,16000,3.37
311,dataset/train/1005_MTI_SAD_XX.wav,16000,3.103125
312,dataset/train/1005_TAI_ANG_XX.wav,16000,3.603625
313,dataset/train/1005_TAI_DIS_XX.wav,16000,3.6369375
314,dataset/train/1005_TAI_FEA_XX.wav,16000,2.535875
315,dataset/train/1005_TAI_HAP_XX.wav,16000,2.8361875
316,dataset/train/1005_TAI_NEU_XX.wav,16000,3.3033125
317,dataset/train/1005_TAI_SAD_XX.wav,16000,3.6369375
318,dataset/train/1005_TIE_ANG_XX.wav,16000,2.93625
319,dataset/train/1005_TIE_DIS_XX.wav,16000,3.403375
320,dataset/train/1005_TIE_FEA_XX.wav,16000,2.56925
321,dataset/train/1005_TIE_HAP_XX.wav,16000,4.2041875
322,dataset/train/1005_TIE_NEU_XX.wav,16000,2.8695
323,dataset/train/1005_TIE_SAD_XX.wav,16000,4.7046875
324,dataset/train/1005_TSI_ANG_XX.wav,16000,3.003
325,dataset/train/1005_TSI_HAP_XX.wav,16000,2.8361875
326,dataset/train/1005_WSI_ANG_XX.wav,16000,3.403375
327,dataset/train/1005_WSI_HAP_XX.wav,16000,2.7026875
328,dataset/train/1005_WSI_NEU_XX.wav,16000,3.1364375
329,dataset/train/1005_WSI_SAD_XX.wav,16000,2.2355625
330,dataset/train/1006_DFA_ANG_XX.wav,16000,2.602625
331,dataset/train/1006_DFA_DIS_XX.wav,16000,2.7694375
332,dataset/train/1006_DFA_HAP_XX.wav,16000,2.3023125
333,dataset/train/1006_DFA_NEU_XX.wav,16000,2.56925
334,dataset/train/1006_IEO_ANG_HI.wav,16000,2.56925
335,dataset/train/1006_IEO_ANG_LO.wav,16000,2.5025
336,dataset/train/1006_IEO_DIS_HI.wav,16000,3.2365625
337,dataset/train/1006_IEO_DIS_LO.wav,16000,2.06875
338,dataset/train/1006_IEO_DIS_MD.wav,16000,3.003
339,dataset/train/1006_IEO_FEA_HI.wav,16000,2.6359375
340,dataset/train/1006_IEO_FEA_LO.wav,16000,2.1688125
341,dataset/train/1006_IEO_FEA_MD.wav,16000,2.3023125
342,dataset/train/1006_IEO_HAP_HI.wav,16000,1.8351875
343,dataset/train/1006_IEO_HAP_LO.wav,16000,1.7016875
344,dataset/train/1006_IEO_HAP_MD.wav,16000,2.2689375
345,dataset/train/1006_IEO_NEU_XX.wav,16000,2.102125
